,Unnamed: 0,duration:,protocol_type:,service:,flag:,src_bytes:,dst_bytes:,land:,wrong_fragment:,urgent:,hot:,num_failed_logins:,logged_in:,num_compromised:,root_shell:,su_attempted:,num_root:,num_file_creations:,num_shells:,num_access_files:,num_outbound_cmds:,is_host_login:,is_guest_login:,count:,srv_count:,serror_rate:,srv_serror_rate:,rerror_rate:,srv_rerror_rate:,same_srv_rate:,diff_srv_rate:,srv_diff_host_rate:,dst_host_count:,dst_host_srv_count:,dst_host_same_srv_rate:,dst_host_diff_srv_rate:,dst_host_same_src_port_rate:,dst_host_srv_diff_host_rate:,dst_host_serror_rate:,dst_host_srv_serror_rate:,dst_host_rerror_rate:,dst_host_srv_rerror_rate:,TypeOfTransaction,cluster_assignment,edges
101,101,0,tcp,http,SF,212,1414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,101,1.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0,5,"101,466"
102,102,0,tcp,http,SF,212,1523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,102,1.0,0.0,0.09,0.05,0.0,0.0,0.0,0.0,0,5,"102,956"
103,103,0,tcp,http,SF,212,1444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,103,1.0,0.0,0.08,0.05,0.0,0.0,0.0,0.0,0,5,"103,403"
104,104,0,tcp,http,SF,210,583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,104,1.0,0.0,0.08,0.05,0.0,0.0,0.0,0.0,0,5,"104,122"
105,105,0,tcp,http,SF,209,3008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,105,1.0,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0,0,"105,506"
106,106,0,tcp,http,SF,210,556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,106,1.0,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0,5,"106,14"
107,107,0,tcp,http,SF,210,513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,107,1.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0,5,"107,784"
108,108,0,tcp,http,SF,212,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,108,1.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0,5,"108,60"
109,109,0,tcp,http,SF,210,624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,109,1.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0,5,"109,518"
110,110,0,tcp,http,SF,212,1471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,110,1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0,5,"110,251"
111,111,0,tcp,http,SF,214,296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,111,1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0,5,"111,620"
112,112,0,tcp,http,SF,213,920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,112,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0,5,"112,510"
113,113,0,tcp,http,SF,212,1631,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,113,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0,0,"113,895"
114,114,0,tcp,http,SF,210,505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,114,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,5,"114,386"
115,115,0,tcp,http,SF,210,598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,115,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,5,"115,723"
116,116,0,tcp,http,SF,210,774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,116,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,5,"116,481"
117,117,0,tcp,http,SF,213,523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26,117,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,5,"117,947"
118,118,0,tcp,http,SF,209,1693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,118,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,0,"118,175"
119,119,0,tcp,http,SF,177,1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,119,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,0,"119,913"
120,120,0,tcp,http,SF,229,10352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,120,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,0,"120,897"
121,121,0,tcp,http,SF,179,1007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,121,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"121,699"
122,122,0,tcp,http,SF,221,827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31,122,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"122,466"
123,123,0,tcp,http,SF,222,861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,123,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"123,839"
124,124,0,tcp,http,SF,223,781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,124,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"124,612"
125,125,0,tcp,http,SF,224,296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,125,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"125,722"
126,126,0,tcp,http,SF,221,808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,126,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"126,930"
127,127,0,tcp,http,SF,222,762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36,127,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"127,558"
128,128,0,tcp,http,SF,222,763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,128,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"128,488"
129,129,0,tcp,http,SF,222,773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,129,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"129,214"
130,130,0,tcp,http,SF,176,3114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,130,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,0,"130,473"
131,131,0,tcp,http,SF,229,1911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40,131,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,0,"131,740"
132,132,0,tcp,http,SF,228,8595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,132,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0,0,"132,862"
133,133,0,tcp,http,SF,175,4930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42,133,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0,0,"133,591"
134,134,0,tcp,http,SF,174,2651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,43,134,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0,0,"134,749"
135,135,0,tcp,http,SF,227,1187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,44,135,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0,5,"135,368"
136,136,0,tcp,http,SF,256,597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,136,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0,5,"136,904"
137,137,0,tcp,http,SF,257,818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,137,1.0,0.0,0.5,0.04,0.0,0.0,0.0,0.0,0,5,"137,95"
138,138,0,tcp,http,SF,254,1564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,138,1.0,0.0,0.33,0.04,0.0,0.0,0.0,0.0,0,5,"138,529"
139,139,0,tcp,http,SF,256,1169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,139,1.0,0.0,0.25,0.04,0.0,0.0,0.0,0.0,0,5,"139,729"
140,140,0,tcp,http,SF,185,10820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,140,1.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0,3,"140,64"
141,141,0,tcp,http,SF,253,1906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,141,1.0,0.0,0.17,0.04,0.0,0.0,0.0,0.0,0,0,"141,562"
142,142,0,tcp,http,SF,254,555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,142,1.0,0.0,0.14,0.04,0.0,0.0,0.0,0.0,0,5,"142,109"
143,143,0,tcp,http,SF,256,2595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,143,1.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0,0,"143,278"
144,144,0,tcp,http,SF,236,3565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,144,1.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0,0,"144,597"
145,145,0,tcp,http,SF,235,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,145,1.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0,5,"145,112"
146,146,0,tcp,http,SF,235,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,146,1.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,0,5,"146,601"
147,147,0,tcp,http,SF,237,2728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,147,1.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0,0,"147,448"
148,148,0,tcp,http,SF,234,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,148,1.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0,5,"148,647"
149,149,0,tcp,http,SF,241,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,149,1.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0,5,"149,48"
150,150,0,tcp,http,SF,254,849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,150,1.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0,5,"150,4"
151,151,0,tcp,http,SF,241,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,151,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0,5,"151,372"
152,152,0,tcp,http,SF,254,555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,152,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0,5,"152,295"
153,153,0,tcp,http,SF,241,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,153,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0,5,"153,26"
154,154,0,tcp,http,SF,241,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,154,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0,5,"154,75"
155,155,0,tcp,http,SF,243,2728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,155,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0,0,"155,881"
156,156,0,tcp,http,SF,253,1906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,156,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0,0,"156,277"
157,157,0,tcp,http,SF,256,2595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,157,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0,0,"157,894"
158,158,0,tcp,http,SF,240,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,158,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,5,"158,108"
159,159,0,tcp,http,SF,260,1837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,159,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,0,"159,118"
160,160,0,tcp,http,SF,256,597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,160,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,5,"160,617"
161,161,0,tcp,http,SF,257,818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26,161,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,5,"161,203"
162,162,0,tcp,http,SF,254,1564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,162,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,5,"162,224"
163,163,0,tcp,http,SF,256,1169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,163,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0,5,"163,421"
164,164,0,tcp,http,SF,226,352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,164,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"164,412"
165,165,0,tcp,http,SF,185,10820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,165,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,3,"165,509"
166,166,0,tcp,http,SF,255,962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31,166,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"166,391"
167,167,0,tcp,http,SF,253,426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,167,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"167,152"
168,168,0,tcp,http,SF,254,849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,168,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"168,475"
169,169,0,tcp,http,SF,241,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,169,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"169,158"
170,170,0,tcp,http,SF,254,555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,170,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"170,368"
171,171,0,tcp,http,SF,241,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36,171,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0,5,"171,941"
172,172,0,tcp,http,SF,241,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,172,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0,5,"172,403"
173,173,0,tcp,http,SF,243,2728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,173,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0,0,"173,653"
174,174,0,tcp,http,SF,255,962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,174,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0,5,"174,231"
175,175,0,tcp,http,SF,256,2595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40,175,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0,0,"175,72"
176,176,0,tcp,http,SF,240,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,176,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"176,152"
177,177,0,tcp,http,SF,260,1837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42,177,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,0,"177,798"
178,178,0,tcp,http,SF,256,597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,178,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"178,579"
179,179,0,tcp,http,SF,257,818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,179,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"179,776"
180,180,0,tcp,http,SF,254,1564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,180,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"180,28"
181,181,0,tcp,http,SF,256,1169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,181,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"181,100"
182,182,0,tcp,http,SF,185,10820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,182,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,3,"182,543"
183,183,0,tcp,http,SF,175,352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48,183,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"183,442"
184,184,0,tcp,http,SF,225,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,184,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"184,721"
185,185,0,tcp,http,SF,253,426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50,185,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"185,203"
186,186,0,tcp,http,SF,253,1906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51,186,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,0,"186,862"
187,187,0,tcp,http,SF,241,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52,187,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"187,394"
188,188,0,tcp,http,SF,229,2611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,53,188,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,0,"188,976"
189,189,0,tcp,http,SF,233,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,54,189,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"189,776"
190,190,0,tcp,http,SF,234,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,55,190,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"190,811"
191,191,0,tcp,http,SF,234,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,56,191,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"191,55"
192,192,0,tcp,http,SF,236,2728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,57,192,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,0,"192,846"
193,193,0,tcp,http,SF,178,11078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,193,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,3,"193,67"
194,194,0,tcp,http,SF,260,16811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,194,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,3,"194,426"
195,195,0,tcp,http,SF,233,4937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60,195,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,0,"195,798"
196,196,0,tcp,http,SF,233,4419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61,196,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,0,"196,274"
197,197,0,tcp,http,SF,233,11499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62,197,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,3,"197,85"
198,198,0,tcp,http,SF,230,562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63,198,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"198,136"
199,199,0,tcp,http,SF,233,504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64,199,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"199,146"
200,200,0,tcp,http,SF,232,1661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65,200,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,0,"200,732"
201,201,0,tcp,http,SF,230,497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66,201,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0,5,"201,623"
202,202,0,tcp,http,SF,240,647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,202,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0,5,"202,628"
203,203,0,tcp,http,SF,233,1588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68,203,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0,5,"203,390"
204,204,0,tcp,http,SF,230,490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69,204,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0,5,"204,235"
205,205,0,tcp,http,SF,230,561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,205,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0,5,"205,409"
